Sub Flow,Instance,PerfMode,PM Order,PatSetName(Orange),Enable (all sites),Job / Testing Stage (all sites),SiteFlag (per site),Pattern pin groups,Pattern pin groups bin out,FailFlag,Bin_out_stage,Voltage Category,timeset,ShiftSpeed,comment,Pattern1,Pattern2,Pattern3,Pattern4,Pattern5,Pattern6,Pattern7,Pattern8,Pattern9,Pattern10,Pattern11,Pattern12,Pattern13,Pattern14,Pattern15,Pattern16,Pattern17,Pattern18,Pattern19,Pattern20,Pattern21,Pattern22,Pattern23,Pattern24,Pattern25,Pattern26,Pattern27,Pattern28,Pattern29,Pattern30,Pattern31,Pattern32,Pattern33,Pattern34,Pattern35,Pattern36,Pattern37,Pattern38,Pattern39,Pattern40,Pattern41,Pattern42,Pattern43,Pattern44,Pattern45,Pattern46,Pattern47,Pattern48,Pattern49,Pattern50,Pattern51,Pattern52,Pattern53,Pattern54,Pattern55,Pattern56,Pattern57,Pattern58,Pattern59,Pattern60,Pattern61,Pattern62,Pattern63,Pattern64,Pattern65,Pattern66,Pattern67,Pattern68,Pattern69,Pattern70,Pattern71,Pattern72,Pattern73,Pattern74,Pattern75,Pattern76,Pattern77,Pattern78,Pattern79,Pattern80,Pattern81,Pattern82,Pattern83,Pattern84,Pattern85,Pattern86,Pattern87,Pattern88,Pattern89,Pattern90,Pattern91,Pattern92,Pattern93,Pattern94,Pattern95,Pattern96,Pattern97,Pattern98,Pattern99,Pattern100,Pattern101,Pattern102,Pattern103,Pattern104,Pattern105,Pattern106,Pattern107,Pattern108,Pattern109,Pattern110,Pattern111,Pattern112,Pattern113,Pattern114,Pattern115,Pattern116,Pattern117,Pattern118,Pattern119,Pattern120,Pattern121,Pattern122,Pattern123,Pattern124,Pattern125,Pattern126,Pattern127,Pattern128,Pattern129,Pattern130,Pattern131,Pattern132,Pattern133,Pattern134,Pattern135,Pattern136,Pattern137,Pattern138,Pattern139,Pattern140,Pattern141,Pattern142,Pattern143,Pattern144,Pattern145,Pattern146,Pattern147,Pattern148,Pattern149,Pattern150,Pattern151,Pattern152,Pattern153,Pattern154,Pattern155,Pattern156,Pattern157,Pattern158,Pattern159,Pattern160,Pattern161,Pattern162,Pattern163,Pattern164,Pattern165,Pattern166,Pattern167,Pattern168,Pattern169,Pattern170,Pattern171,Pattern172,Pattern173,Pattern174,Pattern175,Pattern176,Pattern177,Pattern178,Pattern179,Pattern180,Pattern181,Pattern182,Pattern183,Pattern184,Pattern185,Pattern186,Pattern187,Pattern188,Pattern189,Pattern190,Pattern191,Pattern192,Pattern193,Pattern194,Pattern195,Pattern196,Pattern197,Pattern198,Pattern199,Pattern200,Pattern201,Pattern202,Pattern203,Pattern204,Pattern205,Pattern206,Pattern207,Pattern208,Pattern209,Pattern210,Pattern211,Pattern212,Pattern213,Pattern214,Pattern215,Pattern216,Pattern217,Pattern218,Pattern219,Pattern220,Pattern221,Pattern222,Pattern223,Pattern224,Pattern225,Pattern226,Pattern227,Pattern228,Pattern229,Pattern230,Pattern231,Pattern232,Pattern233,Pattern234,Pattern235,Pattern236,Pattern237,Pattern238,Pattern239,Pattern240,Pattern241,Pattern242,Pattern243,Pattern244,Pattern245,Pattern246,Pattern247,Pattern248,Pattern249,Pattern250,Pattern251,Pattern252,Pattern253,Pattern254,Pattern255,Pattern256,Pattern257,Pattern258,Pattern259,Pattern260,Pattern261,Pattern262,Pattern263,Pattern264,Pattern265,Pattern266,Pattern267,Pattern268,Pattern269,Pattern270,Pattern271,Pattern272,Pattern273,Pattern274,Pattern275,Pattern276,Pattern277,Pattern278,Pattern279,Pattern280,Pattern281,Pattern282,Pattern283,Pattern284,Pattern285,Pattern286,Pattern287,Pattern288,Pattern289,Pattern290,Pattern291,Pattern292,Pattern293,Pattern294,Pattern295,Pattern296,Pattern297,Pattern298,Pattern299,Pattern300,Pattern301,Pattern302,Pattern303,Pattern304,Pattern305,Pattern306,Pattern307,Pattern308,Pattern309,Pattern310,Pattern311,Pattern312,Pattern313,Pattern314,Pattern315,Pattern316,Pattern317,Pattern318,Pattern319,Pattern320,Pattern321,Pattern322,Pattern323,Pattern324,Pattern325,Pattern326,Pattern327,Pattern328,Pattern329,Pattern330,Pattern331,Pattern332,Pattern333,Pattern334,Pattern335,Pattern336,Pattern337,Pattern338,Pattern339,Pattern340,Pattern341,Pattern342,Pattern343,Pattern344,Pattern345,Pattern346,Pattern347,Pattern348,Pattern349,Pattern350,Pattern351,Pattern352,Pattern353,Pattern354,Pattern355,Pattern356,Pattern357,Pattern358,Pattern359,Pattern360,Pattern361,Pattern362,Pattern363,Pattern364,Pattern365,Pattern366,Pattern367,Pattern368,Pattern369,Pattern370,Pattern371,Pattern372,Pattern373,Pattern374,Pattern375,Pattern376,Pattern377,Pattern378,Pattern379,Pattern380,Pattern381,Pattern382,Pattern383,Pattern384,Pattern385,Pattern386,Pattern387,Pattern388,Pattern389,Pattern390,Pattern391,Pattern392,Pattern393,Pattern394,Pattern395,Pattern396,Pattern397,Pattern398,Pattern399,Pattern400,Pattern401,Pattern402,Pattern403,Pattern404,Pattern405,Pattern406,Pattern407,Pattern408,Pattern409,Pattern410
MGX001 GPU BIST,CFALL_BIST,,,,BINCUT_WITH_BIST,,F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_PGPU_BST_JTG_55N_MGXXXX_SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CS_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_PGPU_BST_JTG_55N_MGXXXX_SI_CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE0_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE0&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE1_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE1&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE2_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE2&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE3_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE3&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE4_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE4&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE5_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE5&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP0_BST_JTG_55N_MGXXXX_SI_FSTP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE6_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE6&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP1_BST_JTG_55N_MGXXXX_SI_FSTP0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGX001 GPU BIST,CORE7_BIST,,,,BINCUT_WITH_BIST,,!F_GFX0_BIST_CORE7&&!F_GFX0_BIST_CORE_11_0_SUM_0,,,,,,,,,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SOC_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_GFX_INIT,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_EMA_ALLFRV_SI_EMA_DEF,PP_KMDA0_L_INLP_BI_TDRS_SRV_JTG_UNS_ALLFRV_SI_SMART_REPAIR,PP_KMDA0_L_INLP_BI_TDRS_PLL_JTG_UNS_MGX001_SI,PP_KMDA0_L_INLP_BI_TDRS_RST_JTG_UNS_ALLFRV_SI_SRMDSSC,PP_KMDA0_L_PLLP_BI_MGP1_BST_JTG_55N_MGXXXX_SI_FSTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
